,Survived,SibSp,Parch,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Age_scaled,Fare_scaled
293,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.4145450990275963,-0.4702296719376591
294,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4145450990275963,-0.4894421904510968
295,0,0,0,1,0,1,0,0,0,1,1,0,0,0.8480973401943294,-0.09027201697708476
296,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4512496322880924,-0.5028639729296732
297,0,1,2,0,1,0,0,1,1,0,1,0,0,-2.029544562489426,2.4029901895877646
298,1,0,0,0,1,0,0,1,0,1,1,0,0,0.8756102291637308,-0.034313694348132716
299,1,0,1,0,1,1,0,0,1,0,1,0,0,1.4940906305182025,4.335332226633905
300,1,0,0,1,0,0,1,0,1,0,0,0,1,0.4146708183488622,-0.49237782784290063
301,1,2,0,1,0,0,1,0,0,1,0,0,1,-0.46500496199857405,-0.18029017645086096
302,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7815904316325576,-0.6484216535389205
303,1,0,0,0,1,0,1,0,1,0,0,1,0,0.9489927475610672,-0.3997582667846179
304,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07771604418347255,-0.4863374216869257
305,1,1,2,0,1,0,0,1,0,1,1,0,0,-2.1088263543320975,2.4029901895877646
306,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.07804645879058898,1.5841789061771412
307,1,1,0,0,1,1,0,0,1,0,1,0,0,-0.928408564674542,1.5442457810799908
308,0,1,0,1,0,1,0,0,0,1,0,1,0,0.0259093000983573,-0.16518916106092355
309,1,0,0,0,1,1,0,0,1,0,1,0,0,0.0259093000983573,0.49782998024351216
310,1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145450990275963,1.0259447039291216
311,1,2,2,0,1,1,0,0,1,0,1,0,0,-0.8549994981535498,4.634416897040849
312,0,1,1,1,0,0,0,1,1,0,0,1,0,-0.26772696598561174,-0.12491978668775715
313,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12090883294362723,-0.4894421904510968
314,0,1,1,1,0,0,0,1,0,1,0,1,0,0.9802271648712567,-0.11988611489111134
315,1,0,0,1,0,0,0,1,1,0,0,0,1,-0.26772696598561174,-0.4902797934380587
316,1,1,0,1,0,0,0,1,1,0,0,1,0,-0.4145450990275963,-0.12491978668775715
317,0,0,0,1,0,0,0,1,0,1,0,1,0,1.7877268966021715,-0.36653603292675563
318,1,0,2,0,1,0,0,1,1,0,1,0,0,0.09931836661934956,2.671117778445337
319,1,1,1,0,1,1,0,0,1,0,1,0,0,0.7599999653082798,2.059693773056521
320,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613632320695808,-0.5024451714361923
321,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.19431789946461947,-0.4894421904510968
322,1,0,0,1,0,0,1,0,1,0,0,1,0,0.0259093000983573,-0.3997582667846179
323,1,1,1,1,0,0,0,1,1,0,0,1,0,-0.5613632320695808,-0.06451572512800753
324,0,8,2,1,0,0,0,1,0,1,0,0,1,-1.378415909036027,0.7519458402879414
325,1,0,0,0,1,1,0,0,1,0,1,0,0,0.46636369922431087,2.0825124140450755
326,0,0,0,1,0,0,0,1,0,1,0,0,1,2.3015903622491174,-0.5228315422126077
327,1,0,0,0,1,0,0,1,1,0,0,1,0,0.46636369922431087,-0.3866707201133388
328,1,1,1,1,0,0,0,1,1,0,0,0,1,0.09931836661934956,-0.2351571990343002
329,1,0,1,0,1,1,0,0,1,0,1,0,0,-1.0018176311955342,0.5189714017894245
330,1,2,0,1,0,0,1,0,1,0,0,0,1,-0.46500496199857405,-0.18029017645086096
331,0,0,0,0,1,0,0,1,0,1,1,0,0,1.1637498311737373,-0.07458306872129913
332,0,0,1,0,1,0,0,1,0,1,1,0,0,0.6131818322662954,2.441497778832105
333,0,2,0,1,0,0,0,1,0,1,0,0,1,-1.0018176311955342,-0.2859972841804228
334,1,1,0,1,0,0,0,1,1,0,1,0,0,0.12872197203842123,2.042579288947925
335,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
336,0,1,0,0,1,0,0,1,0,1,1,0,0,-0.04749976642263496,0.6925485130875209
337,1,0,0,0,1,1,0,0,1,0,1,0,0,0.8334090318292722,2.059693773056521
338,1,0,0,1,0,0,0,1,0,1,0,0,1,1.1270452979132413,-0.4863374216869257
339,0,0,0,0,1,0,0,1,0,1,1,0,0,1.1270452979132413,0.06635974158478332
340,1,1,1,0,1,0,0,1,0,1,0,1,0,-2.029544562489426,-0.12491978668775715
341,1,3,2,0,1,0,0,1,1,0,1,0,0,-0.4145450990275963,4.647001076532463
342,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.12090883294362723,-0.3866707201133388
343,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.341136032506604,-0.3866707201133388
344,0,0,0,1,0,0,0,1,0,1,0,1,0,0.46636369922431087,-0.3866707201133388
345,1,0,0,0,1,0,0,1,1,0,0,1,0,-0.4145450990275963,-0.3866707201133388
346,1,0,0,1,0,0,0,1,1,0,0,1,0,0.7599999653082798,-0.3866707201133388
347,1,1,0,1,0,0,0,1,1,0,0,0,1,-0.21713575057237397,-0.32425318983493084
348,1,1,1,1,0,0,0,1,0,1,0,0,1,-1.9561354959684336,-0.32828012727224753
349,0,0,0,1,0,0,0,1,0,1,0,0,1,0.9068180983502644,-0.47400492578514347
350,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4879541655485885,-0.4626791642426904
351,0,0,0,0,1,0,0,1,0,1,1,0,0,2.225917689292192,0.05629239799149171
352,0,1,1,1,0,1,0,0,0,1,0,0,1,-1.0752266977165266,-0.5028639729296732
353,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.341136032506604,-0.29002422161773944
354,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.00945881067615335,-0.5029485386158568
355,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12090883294362723,-0.45714212526638004
356,1,0,1,0,1,0,0,1,1,0,1,0,0,-0.5613632320695808,0.4589861417231558
357,0,0,0,1,0,0,0,1,1,0,0,1,0,0.6131818322662954,-0.3866707201133388
358,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.5334594740350361,-0.48977642625839407
359,1,0,0,1,0,0,1,0,1,0,0,0,1,-0.5334594740350361,-0.48977642625839407
360,0,1,4,1,0,0,0,1,0,1,0,0,1,0.7599999653082798,-0.08666388103324908
361,0,1,0,1,0,1,0,0,0,1,0,1,0,-0.04749976642263496,-0.09027201697708476
362,0,0,1,1,0,1,0,0,1,0,0,0,1,1.1270452979132413,-0.3573908580066095
363,0,0,0,1,0,0,0,1,0,1,0,0,1,0.3929546327033186,-0.5064721088735089
364,0,1,0,1,0,0,1,0,0,1,0,0,1,0.25555625468156506,-0.3363340021468808
365,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0259093000983573,-0.5024451714361923
366,1,1,0,0,1,1,0,0,1,0,1,0,0,2.2281812957281253,0.8667135572514657
367,1,0,0,1,0,1,0,0,1,0,0,0,1,-0.4970343633524355,-0.5028639729296732
368,1,0,0,1,0,0,1,0,1,0,0,0,1,0.4146708183488622,-0.49237782784290063
369,1,0,0,0,1,1,0,0,1,0,1,0,0,-0.4145450990275963,0.7469121684912956
370,1,1,0,0,1,1,0,0,0,1,1,0,0,-0.341136032506604,0.4678796330534696
371,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.8549994981535498,-0.5176307525123133
372,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7815904316325576,-0.4863374216869257
373,0,0,0,1,0,1,0,0,0,1,1,0,0,-0.5613632320695808,2.0825124140450755
374,0,3,1,1,0,0,0,1,1,0,0,0,1,-1.9561354959684336,-0.22408312108167944
375,1,1,0,1,0,1,0,0,1,0,1,0,0,0.1684178402809567,1.0060617003323709
376,1,0,0,1,0,0,0,1,1,0,0,0,1,-0.5613632320695808,-0.5024451714361923
377,0,0,2,0,1,1,0,0,0,1,1,0,0,-0.19431789946461947,3.610064686423428
378,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.7081813651115653,-0.5676312212027554
379,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7815904316325576,-0.4918744606632361
380,1,0,0,1,0,1,0,0,1,0,1,0,0,0.9068180983502644,3.9327230485884233
381,1,0,2,1,0,1,0,0,1,0,0,0,1,-2.1029536290104183,-0.33146744825388363
382,0,0,0,1,0,0,0,1,0,1,0,0,1,0.1727274331403418,-0.4888542575852486
383,1,1,0,1,0,0,0,1,1,0,1,0,0,0.3929546327033186,0.39858208016340624
384,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
385,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.8549994981535498,0.8314778546749452
386,0,5,2,1,0,0,0,1,0,1,0,0,1,-2.1029536290104183,0.2958951755118318
387,1,0,0,1,0,0,0,1,1,0,0,1,0,0.46636369922431087,-0.3866707201133388
388,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7158466571268016,-0.49279662933638163
389,1,0,0,1,0,1,0,0,1,0,0,1,0,-0.928408564674542,-0.40680540729992204
390,1,1,2,0,1,0,0,1,0,1,1,0,0,0.46636369922431087,1.7677408088510642
391,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.634772298590573,-0.49145565916975514
392,0,2,0,1,0,0,0,1,0,1,0,0,1,-0.12090883294362723,-0.4888542575852486
393,1,1,0,0,1,1,0,0,1,0,1,0,0,-0.4879541655485885,1.6323350375212924
394,1,0,2,0,1,0,0,1,1,0,0,0,1,-0.4145450990275963,-0.312172377522981
395,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613632320695808,-0.49145565916975514
396,0,0,0,1,0,0,0,1,1,0,0,0,1,0.09931836661934956,-0.4902797934380587
397,0,0,0,1,0,0,0,1,0,1,0,1,0,1.2004543644342334,-0.12491978668775715
398,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.4879541655485885,-0.43700743807979686
399,1,0,0,1,0,0,0,1,1,0,0,1,0,-0.12090883294362723,-0.393717860628643
400,1,0,0,1,0,0,0,1,0,1,0,0,1,0.6865908987872876,-0.4888542575852486
401,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26772696598561174,-0.4863374216869257
402,0,1,0,1,0,0,0,1,1,0,0,0,1,-0.634772298590573,-0.4505983519307405
403,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.12090883294362723,-0.32928686163157667
404,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.7081813651115653,-0.47400492578514347
405,0,1,0,1,0,0,0,1,0,1,0,1,0,0.3195455661823263,-0.22559322262067316
406,0,0,0,1,0,0,0,1,0,1,0,0,1,1.5674996970391948,-0.49237782784290063
407,1,1,1,1,0,0,0,1,0,1,0,1,0,-1.9561354959684336,-0.2708962687904854
408,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634772298590573,-0.4918744606632361
409,0,3,1,1,0,0,0,1,1,0,0,0,1,-1.6386387475803947,-0.13565761536436197
410,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
411,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.6581666756939897,-0.5103319284071769
412,1,1,0,0,1,0,1,0,1,0,1,0,0,0.24613649966133408,1.163700193253568
413,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3967585120408176,-0.6484216535389205
414,1,0,0,1,0,0,0,1,0,1,0,0,1,1.053636231392249,-0.4888542575852486
415,0,0,0,1,0,0,0,1,1,0,0,0,1,0.07771604418347255,-0.4863374216869257
416,1,1,1,1,0,0,0,1,1,0,0,1,0,0.3195455661823263,0.005955680025033696
417,1,0,2,1,0,0,0,1,1,0,0,1,0,-0.8549994981535498,-0.3866707201133388
418,0,0,0,1,0,0,0,1,0,1,0,1,0,0.0259093000983573,-0.3866707201133388
419,0,0,2,1,0,0,0,1,1,0,0,0,1,-1.442272030321488,-0.1621689579829361
420,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.12478437924093588,-0.4894421904510968
421,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.634772298590573,-0.49271407711891657
422,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.04749976642263496,-0.4898609919445778
423,0,1,1,1,0,0,0,1,1,0,0,0,1,-0.12090883294362723,-0.35848215805212236
424,0,1,1,1,0,0,0,1,0,1,0,0,1,-0.8549994981535498,-0.2414492887801075
425,0,0,0,1,0,0,0,1,0,1,0,0,1,0.009964566742231491,-0.5024451714361923
426,1,1,0,1,0,0,0,1,1,0,0,1,0,-0.12090883294362723,-0.12491978668775715
427,1,0,0,1,0,0,0,1,1,0,0,1,0,-0.7815904316325576,-0.12491978668775715
428,0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146708183488622,-0.49237782784290063
429,1,0,0,0,1,0,0,1,0,1,0,0,1,0.1727274331403418,-0.4863374216869257
430,1,0,0,0,1,0,0,1,0,1,1,0,0,-0.12090883294362723,-0.11384570873513637
431,1,1,0,1,0,0,0,1,1,0,0,0,1,-0.21713575057237397,-0.32425318983493084
432,1,1,0,1,0,0,0,1,1,0,0,1,0,0.9068180983502644,-0.12491978668775715
433,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.928408564674542,-0.5049620073345151
434,0,1,0,0,1,0,0,1,0,1,1,0,0,1.4940906305182025,0.4771073601910807
435,1,1,2,0,1,0,0,1,1,0,1,0,0,-1.148635764237519,1.7677408088510642
436,0,2,2,1,0,0,0,1,1,0,0,0,1,-0.634772298590573,0.04370821849987721
437,1,2,3,1,0,0,0,1,1,0,0,1,0,-0.4145450990275963,-0.2708962687904854
438,0,1,4,0,1,0,0,1,0,1,1,0,0,2.5218175618120946,4.647001076532463
439,0,0,0,1,0,0,0,1,0,1,0,1,0,0.09931836661934956,-0.43700743807979686
440,1,1,1,1,0,0,0,1,1,0,0,1,0,1.1270452979132413,-0.11988611489111134
441,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7081813651115653,-0.45714212526638004
442,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.341136032506604,-0.4918744606632361
443,1,0,0,1,0,0,0,1,1,0,0,1,0,-0.12090883294362723,-0.3866707201133388
444,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.45297970856447745,-0.48507900373776425
445,1,0,2,0,1,0,0,1,0,1,1,0,0,-1.8827264294474415,0.9997696105865636
446,1,0,1,1,0,0,0,1,1,0,0,1,0,-1.2220448307585112,-0.255795253400548
447,1,0,0,1,0,0,0,1,0,1,1,0,0,0.3195455661823263,-0.11384570873513637
448,1,2,1,1,0,1,0,0,1,0,0,0,1,-1.8093173629264492,-0.26066180729354516
449,1,0,0,0,1,0,0,1,0,1,1,0,0,1.6409087635601871,-0.034313694348132716
450,0,1,2,1,0,0,0,1,0,1,0,1,0,0.46636369922431087,-0.08968408411123653
451,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.4079215475213743,-0.2463983948905696
452,0,0,0,0,1,1,0,0,0,1,1,0,0,0.0259093000983573,-0.08968408411123653
453,1,1,0,0,1,1,0,0,0,1,1,0,0,1.4206815639972101,1.145663540471827
454,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07771604418347255,-0.4863374216869257
455,1,0,0,1,0,1,0,0,0,1,0,0,1,-0.04749976642263496,-0.4894421904510968
456,0,0,0,0,1,0,0,1,0,1,1,0,0,2.5952266283330867,-0.11384570873513637
457,1,1,0,0,1,0,0,1,1,0,1,0,0,1.058042116714395,0.395813560675251
458,1,0,0,1,0,0,0,1,1,0,0,1,0,1.4940906305182025,-0.43700743807979686
459,0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146708183488622,-0.49237782784290063
460,1,0,0,0,1,0,0,1,0,1,1,0,0,1.347272497476218,-0.11384570873513637
461,0,0,0,1,0,0,0,1,0,1,0,0,1,0.3195455661823263,-0.4863374216869257
462,0,0,0,0,1,0,0,1,0,1,1,0,0,1.2738634309552257,0.12676380314453292
463,0,0,0,1,0,0,0,1,0,1,0,1,0,1.347272497476218,-0.3866707201133388
464,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07771604418347255,-0.4863374216869257
465,0,0,0,1,0,0,0,1,0,1,0,0,1,0.6131818322662954,-0.5064721088735089
466,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3967585120408176,-0.6484216535389205
467,0,0,0,1,0,0,0,1,0,1,1,0,0,1.934545029644156,-0.11384570873513637
468,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7158466571268016,-0.4928811950225652
469,1,2,1,1,0,1,0,0,1,0,0,0,1,-2.1213058956406665,-0.26066180729354516
470,0,0,0,1,0,0,0,1,0,1,0,0,1,0.009964566742231491,-0.5024451714361923
471,0,0,0,1,0,0,0,1,0,1,0,0,1,0.6131818322662954,-0.47400492578514347
472,1,1,2,1,0,0,0,1,1,0,0,1,0,0.24613649966133408,-0.08968408411123653
473,1,0,0,0,1,1,0,0,1,0,0,1,0,-0.4879541655485885,-0.3707300882677209
474,0,0,0,1,0,0,0,1,1,0,0,0,1,-0.5613632320695808,-0.45034666834090825
475,0,0,0,0,1,0,0,1,0,1,1,0,0,1.1020517538176553,0.39858208016340624
476,0,1,0,1,0,0,0,1,0,1,0,1,0,0.3195455661823263,-0.22559322262067316
477,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.04749976642263496,-0.5065566745596926
478,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613632320695808,-0.4969926981460655
479,1,0,1,1,0,0,0,1,1,0,0,0,1,-2.029544562489426,-0.4010166847337793
480,0,5,2,1,0,0,0,1,0,1,0,0,1,-1.51568109684248,0.2958951755118318
481,0,0,0,1,0,0,0,1,0,1,0,1,0,0.3967585120408176,-0.6484216535389205
482,0,0,0,1,0,0,0,1,0,1,0,0,1,1.4940906305182025,-0.4863374216869257
483,1,0,0,1,0,0,0,1,1,0,0,0,1,2.448408495291102,-0.455380340137554
484,1,1,0,0,1,1,0,0,0,1,1,0,0,-0.341136032506604,1.1854295476653287
485,0,3,1,1,0,0,0,1,1,0,0,0,1,-1.6386387475803947,-0.13565761536436197
486,1,1,0,0,1,0,0,1,1,0,1,0,0,0.3929546327033186,1.163700193253568
487,0,0,0,0,1,1,0,0,0,1,1,0,0,2.0813631626861406,-0.05042144409739929
488,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0259093000983573,-0.4863374216869257
489,1,1,1,1,0,0,0,1,0,1,0,0,1,-1.51568109684248,-0.32828012727224753
490,0,1,0,1,0,0,0,1,0,1,0,0,1,-0.4079215475213743,-0.2463983948905696
491,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634772298590573,-0.5024451714361923
492,0,0,0,0,1,0,0,1,0,1,1,0,0,1.8611359631231639,-0.034313694348132716
493,0,0,0,1,0,1,0,0,0,1,1,0,0,3.0356810274590402,0.3483299278831318
494,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.634772298590573,-0.4863374216869257
495,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.840204279493808,-0.3573083057891445
496,1,1,0,0,1,1,0,0,1,0,1,0,0,1.7877268966021715,0.9274538680872313
497,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.28518178492970403,-0.3443878770215141
498,0,1,2,0,1,0,0,1,1,0,1,0,0,-0.341136032506604,2.4029901895877646
499,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4145450990275963,-0.49145565916975514
500,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.928408564674542,-0.47400492578514347
501,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.634772298590573,-0.49237782784290063
502,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.2074777365223523,-0.4948100980550399
503,0,0,0,1,0,0,0,1,1,0,0,0,1,0.5397727657453031,-0.455380340137554
504,1,0,0,0,1,0,0,1,1,0,1,0,0,-1.0018176311955342,1.093228788100527
505,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.8549994981535498,1.5442457810799908
506,1,0,2,1,0,0,0,1,1,0,0,1,0,0.24613649966133408,-0.12491978668775715
507,1,0,0,1,0,0,0,1,0,1,1,0,0,1.4867063612426858,-0.11384570873513637
508,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12090883294362723,-0.1948878246611338
509,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.26772696598561174,0.48910360681684706
510,1,0,0,1,0,0,1,0,0,1,0,0,1,-0.04749976642263496,-0.49237782784290063
511,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07771604418347255,-0.4863374216869257
512,1,0,0,0,1,0,0,1,0,1,1,0,0,0.46636369922431087,-0.11913106412161445
513,1,1,0,1,0,1,0,0,1,0,1,0,0,1.7877268966021715,0.5475787653441219
514,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.4145450990275963,-0.4974960653257301
515,0,0,0,0,1,0,0,1,0,1,1,0,0,1.2738634309552257,0.036576512298389464
516,1,0,0,0,1,0,0,1,1,0,0,1,0,0.3195455661823263,-0.43700743807979686
517,0,0,0,1,0,0,1,0,0,1,0,0,1,0.3321657062446901,-0.1621689579829361
518,1,1,0,1,0,0,0,1,1,0,0,1,0,0.46636369922431087,-0.12491978668775715
519,0,0,0,1,0,0,0,1,0,1,0,0,1,0.1727274331403418,-0.4894421904510968
520,1,0,0,0,1,0,0,1,1,0,1,0,0,0.0259093000983573,1.2341715984066093
521,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5613632320695808,-0.4894421904510968
522,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.00945881067615335,-0.5029485386158568
523,1,0,1,0,1,1,0,0,1,0,1,0,0,1.053636231392249,0.5189714017894245
524,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970343633524355,-0.5028639729296732
525,0,0,0,1,0,0,1,0,0,1,0,0,1,0.796704498568776,-0.49237782784290063
526,1,0,0,1,0,0,0,1,1,0,0,1,0,1.4940906305182025,-0.43700743807979686
527,0,0,0,0,1,0,0,1,0,1,1,0,0,0.6510242060578635,3.817033162951754
528,0,0,0,1,0,0,0,1,0,1,0,0,1,0.6865908987872876,-0.4888542575852486
529,0,2,1,1,0,0,0,1,0,1,0,1,0,-0.4879541655485885,-0.41687275089321363
530,1,1,1,1,0,0,0,1,1,0,0,1,0,-2.029544562489426,-0.12491978668775715
531,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970343633524355,-0.5028639729296732
532,0,1,1,1,0,1,0,0,0,1,0,0,1,-0.928408564674542,-0.5028639729296732
533,1,0,2,1,0,1,0,0,1,0,0,0,1,-1.589395815994612,-0.19824427701513722
534,0,0,0,1,0,0,0,1,1,0,0,0,1,0.0259093000983573,-0.47400492578514347
535,1,0,2,1,0,0,0,1,1,0,0,1,0,-1.6624992298844647,-0.11988611489111134
536,0,0,0,0,1,0,0,1,0,1,1,0,0,1.1270452979132413,-0.11384570873513637
537,1,0,0,1,0,1,0,0,1,0,1,0,0,0.0259093000983573,1.4944124302931971
538,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.38980866873096914,-0.35646868933346404
539,1,0,2,0,1,1,0,0,1,0,1,0,0,-0.5613632320695808,0.3482453621969482
540,1,0,2,0,1,0,0,1,1,0,1,0,0,0.46636369922431087,0.7811411367084872
541,0,4,2,1,0,0,0,1,1,0,0,0,1,-1.51568109684248,-0.01870931177853076
542,0,4,2,1,0,0,0,1,1,0,0,0,1,-1.3688629638004957,-0.01870931177853076
543,1,1,0,1,0,0,0,1,0,1,0,1,0,0.1727274331403418,-0.12491978668775715
544,0,1,0,0,1,1,0,0,0,1,1,0,0,1.4940906305182025,1.4944124302931971
545,0,0,0,1,0,0,0,1,0,1,1,0,0,2.5218175618120946,-0.12491978668775715
546,1,1,0,1,0,0,0,1,1,0,0,1,0,-0.7815904316325576,-0.12491978668775715
547,1,0,0,1,0,1,0,0,0,1,0,1,0,0.23046544652663564,-0.3693045524149108
548,0,1,1,1,0,0,0,1,0,1,0,0,1,0.24613649966133408,-0.2351571990343002
549,1,1,1,1,0,0,0,1,0,1,0,1,0,-1.5890901633634724,0.09152810056801232
550,1,0,2,0,1,1,0,0,0,1,1,0,0,-0.928408564674542,1.5841789061771412
551,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.19431789946461947,-0.12491978668775715
552,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.23972691995680445,-0.49078316061772326
553,1,0,0,1,0,1,0,0,0,1,0,0,1,-0.5613632320695808,-0.5029485386158568
554,1,0,0,1,0,0,0,1,1,0,0,0,1,-0.5613632320695808,-0.4918744606632361
555,0,0,0,1,0,0,0,1,0,1,1,0,0,2.37499942877011,-0.11384570873513637
556,1,1,0,0,1,1,0,0,1,0,1,0,0,1.347272497476218,0.1489119590497745
557,0,0,0,1,0,1,0,0,0,1,1,0,0,0.6510242060578635,3.9327230485884233
558,1,1,1,0,1,0,0,1,1,0,1,0,0,0.6865908987872876,0.955306180872432
559,1,1,0,1,0,0,0,1,1,0,0,0,1,0.46636369922431087,-0.29807809649237277
560,0,0,0,1,0,0,1,0,0,1,0,0,1,0.4146708183488622,-0.49237782784290063
561,0,0,0,1,0,0,0,1,0,1,0,0,1,0.7599999653082798,-0.4894421904510968
562,0,0,0,1,0,0,0,1,0,1,0,1,0,-0.12090883294362723,-0.3766033765200472
563,0,0,0,1,0,0,0,1,0,1,0,0,1,0.07771604418347255,-0.4863374216869257
564,0,0,0,1,0,0,0,1,1,0,0,0,1,0.07771604418347255,-0.4863374216869257
565,0,2,0,1,0,0,0,1,0,1,0,0,1,-0.4145450990275963,-0.1621689579829361
566,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7815904316325576,-0.4894421904510968
567,0,0,4,1,0,0,0,1,1,0,0,0,1,-0.04749976642263496,-0.22408312108167944
568,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4970343633524355,-0.5028639729296732
569,1,0,0,1,0,0,0,1,0,1,0,0,1,0.1727274331403418,-0.4902797934380587
570,1,0,0,1,0,0,0,1,0,1,0,1,0,2.37499942877011,-0.43700743807979686
571,1,2,0,0,1,0,0,1,1,0,1,0,0,1.7143178300811792,0.38809593507663365
572,1,0,0,0,1,0,0,1,0,1,1,0,0,0.46636369922431087,-0.11711759540295616
573,1,0,0,1,0,0,1,0,1,0,0,0,1,0.4146708183488622,-0.49237782784290063
574,0,0,0,1,0,0,0,1,0,1,0,0,1,-1.0018176311955342,-0.4863374216869257
575,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7815904316325576,-0.35646868933346404
576,1,0,0,1,0,0,0,1,1,0,0,1,0,0.3195455661823263,-0.3866707201133388
577,1,1,0,0,1,0,0,1,1,0,1,0,0,0.6865908987872876,0.4771073601910807
578,0,1,0,1,0,1,0,0,1,0,0,0,1,-0.7029799487545161,-0.3573083057891445
579,1,0,0,1,0,0,0,1,0,1,0,0,1,0.1727274331403418,-0.4888542575852486
580,1,1,1,1,0,0,0,1,1,0,0,1,0,-0.341136032506604,-0.04438103794142432
581,1,1,1,0,1,1,0,0,1,0,1,0,0,0.6865908987872876,1.5841789061771412
582,0,0,0,1,0,0,0,1,0,1,0,1,0,1.7877268966021715,-0.12491978668775715
583,0,0,0,0,1,1,0,0,0,1,1,0,0,0.46636369922431087,0.15948266982273065
584,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.044347679855577686,-0.47299819142581434
585,1,0,2,0,1,0,0,1,1,0,1,0,0,-0.8549994981535498,0.955306180872432
586,0,0,0,1,0,0,0,1,0,1,0,1,0,1.2738634309552257,-0.3464013457401724
587,1,1,1,0,1,1,0,0,0,1,1,0,0,2.2281812957281253,0.9462455716384695
